english word,anger,fear,anticipation,trust,surprise,sadness,joy,disgust,review,sentence
hotel,0,0,0,0,0,0,0,0,1244,0
possibly,0,0,0,0,0,0,0,0,1244,1
day,0,0,0,0,0,0,0,0,1244,1
kitchen,0,0,0,0,0,0,0,0,1244,2
stave,0,0,0,0,0,0,0,0,1244,2
top,0,0,1,1,0,0,0,0,1244,2
market,0,0,0,0,0,0,0,0,1244,3
directly,0,0,0,0,0,0,0,0,1244,3
road,0,0,0,0,0,0,0,0,1244,3
laundry,0,0,0,0,0,0,0,0,1244,4
hotel,0,0,0,0,0,0,0,0,1244,4
staff,0,0,0,0,0,0,0,0,1244,5
friendly,0,0,1,1,0,0,1,0,1244,5
helpful,0,0,0,1,0,0,1,0,1244,5
complain,1,0,0,0,0,1,0,0,1244,5
stay,0,0,0,0,0,0,0,0,1245,0
holiday,0,0,1,0,0,0,1,0,1245,0
night,0,0,0,0,0,0,0,0,1245,0
hotel,0,0,0,0,0,0,0,0,1245,1
location,0,0,0,0,0,0,0,0,1245,1
front,0,0,0,0,0,0,0,0,1245,1
subway,0,0,0,0,0,0,0,0,1245,1
stop,0,0,0,0,0,0,0,0,1245,1
make,0,0,0,0,0,0,0,0,1245,1
easy,0,0,0,0,0,0,0,0,1245,1
memorial,0,0,0,0,0,0,0,0,1245,1
time,0,0,1,0,0,0,0,0,1245,1
square,0,0,0,0,0,0,0,0,1245,1
empire,0,0,0,0,0,0,0,0,1245,1
state,0,0,0,0,0,0,0,0,1245,1
building,0,0,0,0,0,0,0,0,1245,1
statue,0,0,0,0,0,0,0,0,1245,1
liberty,0,0,1,1,1,0,1,0,1245,1
walk,0,0,0,0,0,0,0,0,1245,2
distance,0,0,0,0,0,0,0,0,1245,2
place,0,0,0,0,0,0,0,0,1245,2
walk,0,0,0,0,0,0,0,0,1245,3
time,0,0,1,0,0,0,0,0,1245,3
square,0,0,0,0,0,0,0,0,1245,3
day,0,0,0,0,0,0,0,0,1245,3
minute,0,0,0,0,0,0,0,0,1245,3
minute,0,0,0,0,0,0,0,0,1245,4
walk,0,0,0,0,0,0,0,0,1245,4
central,0,0,0,0,0,0,0,0,1245,4
park,0,0,0,0,0,0,0,0,1245,4
supermarket,0,0,0,0,0,0,0,0,1245,5
opposite,0,0,0,0,0,0,0,0,1245,5
fairway,0,0,0,0,0,0,0,0,1245,5
amaze,0,0,0,0,1,0,0,0,1245,5
handy,0,0,0,0,0,0,0,0,1245,5
restaurant,0,0,0,0,0,0,0,0,1245,6
door,0,0,0,0,0,0,0,0,1245,6
room,0,0,0,0,0,0,0,0,1245,7
size,0,0,0,0,0,0,0,0,1245,7
stay,0,0,0,0,0,0,0,0,1245,8
bedroom,0,0,0,0,0,0,0,0,1245,8
king,0,0,0,0,0,0,0,0,1245,8
suite,0,0,0,0,0,0,0,0,1245,8
find,0,0,0,0,0,0,0,0,1245,8
room,0,0,0,0,0,0,0,0,1245,8
bathroom,0,0,0,0,0,0,0,0,1245,9
small,0,0,0,0,0,0,0,0,1245,9
bother,0,0,0,0,0,0,0,0,1245,9
glad,0,0,1,0,0,0,1,0,1245,10
stay,0,0,0,0,0,0,0,0,1245,10
heart,0,0,0,0,0,0,0,0,1245,10
time,0,0,1,0,0,0,0,0,1245,10
square,0,0,0,0,0,0,0,0,1245,10
noisy,1,0,0,0,0,0,0,0,1245,10
escape,0,1,1,0,0,0,0,0,1245,10
hotel,0,0,0,0,0,0,0,0,1245,10
recommend,0,0,0,1,0,0,0,0,1245,11
bedroom,0,0,0,0,0,0,0,0,1246,0
dream,0,0,0,0,0,0,0,0,1246,0
bed,0,0,0,0,0,0,0,0,1246,1
sheet,0,0,0,0,0,0,0,0,1246,1
service,0,0,0,0,0,0,0,0,1246,2
helpful,0,0,0,1,0,0,1,0,1246,2
staff,0,0,0,0,0,0,0,0,1246,3
replenish,0,0,0,0,0,0,0,0,1246,3
daily,0,0,1,0,0,0,0,0,1246,3
foot,0,0,0,0,0,0,0,0,1246,4
bath,0,0,0,0,0,0,0,0,1246,4
work,0,0,0,0,0,0,0,0,1246,4
rain,0,0,0,0,0,0,0,0,1246,4
shower,0,0,0,0,0,0,0,0,1246,4
make,0,0,0,0,0,0,0,0,1246,4
pleasant,0,0,1,1,1,0,1,0,1246,5
experience,0,0,0,0,0,0,0,0,1246,5
recommend,0,0,0,1,0,0,0,0,1246,6
make,0,0,0,0,0,0,0,0,1247,0
trip,0,0,0,0,1,0,0,0,1247,0
day,0,0,0,0,0,0,0,0,1247,0
tennis,0,0,0,0,0,0,0,0,1247,0
open,0,0,0,0,0,0,0,0,1247,0
queen,0,0,0,0,0,0,0,0,1247,0
perfect,0,0,1,1,0,0,1,0,1247,1
location,0,0,0,0,0,0,0,0,1247,1
easy,0,0,0,0,0,0,0,0,1247,2
access,0,0,0,0,0,0,0,0,1247,2
pretty,0,0,1,1,0,0,1,0,1247,2
subway,0,0,0,0,0,0,0,0,1247,2
line,0,0,0,0,0,0,0,0,1247,2
station,0,0,0,0,0,0,0,0,1247,2
park,0,0,0,0,0,0,0,0,1247,2
street,0,0,0,0,0,0,0,0,1247,2
meadow,0,0,0,0,0,0,0,0,1247,2
tennis,0,0,0,0,0,0,0,0,1247,2
day,0,0,0,0,0,0,0,0,1247,2
walk,0,0,0,0,0,0,0,0,1247,3
time,0,0,1,0,0,0,0,0,1247,3
square,0,0,0,0,0,0,0,0,1247,3
couple,0,0,0,0,0,0,0,0,1247,3
block,0,0,0,0,0,0,0,0,1247,3
main,0,0,0,0,0,0,0,0,1247,3
library,0,0,0,0,0,0,0,0,1247,3
building,0,0,0,0,0,0,0,0,1247,3
street,0,0,0,0,0,0,0,0,1247,3
excellent,0,0,0,1,0,0,1,0,1247,3
lunch,0,0,0,0,0,0,0,0,1247,3
exhibit,0,0,0,0,0,0,0,0,1247,3
show,0,0,0,1,0,0,0,0,1247,3
grand,0,0,0,0,0,0,0,0,1247,4
central,0,0,0,0,0,0,0,0,1247,4
station,0,0,0,0,0,0,0,0,1247,4
block,0,0,0,0,0,0,0,0,1247,4
shop,0,0,0,0,0,0,0,0,1247,4
good,0,0,1,1,1,0,1,0,1247,4
hotel,0,0,0,0,0,0,0,0,1247,5
excellent,0,0,0,1,0,0,1,0,1247,5
room,0,0,0,0,0,0,0,0,1247,6
quiet,0,0,0,0,0,1,0,0,1247,6
spite,1,0,0,0,0,0,0,0,1247,6
elevator,0,0,0,0,0,0,0,0,1247,6
room,0,0,0,0,0,0,0,0,1247,6
huge,0,0,0,0,0,0,0,0,1247,6
bed,0,0,0,0,0,0,0,0,1247,6
excellent,0,0,0,1,0,0,1,0,1247,6
breakfast,0,0,0,0,0,0,0,0,1247,7
restaurant,0,0,0,0,0,0,0,0,1247,7
morning,0,0,0,0,0,0,0,0,1247,7
expensive,0,0,0,0,0,0,0,0,1247,7
tasty,0,0,0,0,0,0,0,0,1247,7
part,0,0,0,0,0,0,0,0,1247,8
service,0,0,0,0,0,0,0,0,1247,8
helpful,0,0,0,1,0,0,1,0,1247,9
interested,0,0,0,0,0,1,0,1,1247,9
friend,0,0,0,1,0,0,1,0,1248,0
stay,0,0,0,0,0,0,0,0,1248,0
girl,0,0,0,0,0,0,0,0,1248,0
impress,0,0,0,0,0,0,0,0,1248,0
service,0,0,0,0,0,0,0,0,1248,1
room,0,0,0,0,0,0,0,0,1248,1
beautiful,0,0,0,0,0,0,1,0,1248,1
step,0,0,0,0,0,0,0,0,1248,5
public,0,0,1,0,0,0,0,0,1248,5
library,0,0,0,0,0,0,0,0,1248,5
walk,0,0,0,0,0,0,0,0,1248,6
location,0,0,0,0,0,0,0,0,1248,6
perfect,0,0,1,1,0,0,1,0,1248,9
trip,0,0,0,0,1,0,0,0,1248,9
return,0,0,0,0,0,0,0,0,1248,10
stay,0,0,0,0,0,0,0,0,1249,0
property,0,0,0,0,0,0,0,0,1249,0
year,0,0,0,0,0,0,0,0,1249,0
night,0,0,0,0,0,0,0,0,1249,0
enjoy,0,0,1,1,0,0,1,0,1249,0
stay,0,0,0,0,0,0,0,0,1249,0
situate,0,0,0,0,0,0,0,0,1249,1
modern,0,0,0,0,0,0,0,0,1249,2
hotel,0,0,0,0,0,0,0,0,1249,2
hit,1,0,0,0,0,0,0,0,1249,2
note,0,0,0,0,0,0,0,0,1249,2
client,0,0,0,0,0,0,0,0,1249,2
enjoy,0,0,1,1,0,0,1,0,1249,3
bar,0,0,0,0,0,0,0,0,1249,3
evening,0,0,0,0,0,0,0,0,1249,3
staff,0,0,0,0,0,0,0,0,1249,4
friendly,0,0,1,1,0,0,1,0,1249,4
check,0,0,0,0,0,0,0,0,1249,4
check,0,0,0,0,0,0,0,0,1249,4
small,0,0,0,0,0,0,0,0,1249,4
part,0,0,0,0,0,0,0,0,1249,4
gift,0,0,1,0,1,0,1,0,1249,4
lip,0,0,0,0,0,0,0,0,1249,4
balm,0,0,1,0,0,0,1,0,1249,4
room,0,0,0,0,0,0,0,0,1249,5
small,0,0,0,0,0,0,0,0,1249,5
side,0,0,0,0,0,0,0,0,1249,5
appoint,0,0,0,0,0,0,0,0,1249,5
place,0,0,0,0,0,0,0,0,1250,0
hip,0,0,0,0,0,0,0,0,1250,0
cool,0,0,0,0,0,0,0,0,1250,0
clean,0,0,0,1,0,0,1,0,1250,0
efficient,0,0,1,1,0,0,0,0,1250,0
stay,0,0,0,0,0,0,0,0,1250,1
week,0,0,0,0,0,0,0,0,1250,1
week,0,0,0,0,0,0,0,0,1250,1
open,0,0,0,0,0,0,0,0,1250,1
hotel,0,0,0,0,0,0,0,0,1250,2
extremely,0,0,0,0,0,0,0,0,1250,2
convenient,0,0,0,0,0,0,0,0,1250,2
train,0,0,0,0,0,0,0,0,1250,2
flush,0,0,0,0,0,0,0,0,1250,2
meadow,0,0,0,0,0,0,0,0,1250,2
minute,0,0,0,0,0,0,0,0,1250,2
note,0,0,0,0,0,0,0,0,1250,3
big,0,0,0,0,0,0,0,0,1250,6
tennis,0,0,0,0,0,0,0,0,1250,6
star,0,0,1,1,0,0,1,0,1250,6
site,0,0,0,0,0,0,0,0,1250,6
stay,0,0,0,0,0,0,0,0,1250,6
stay,0,0,0,0,0,0,0,0,1250,7
hotel,0,0,0,0,0,0,0,0,1250,8
hip,0,0,0,0,0,0,0,0,1250,8
style,0,0,0,0,0,0,0,0,1250,8
check,0,0,0,0,0,0,0,0,1250,8
check,0,0,0,0,0,0,0,0,1250,8
efficient,0,0,1,1,0,0,0,0,1250,8
room,0,0,0,0,0,0,0,0,1250,9
loft,0,0,0,0,0,0,0,0,1250,9
room,0,0,0,0,0,0,0,0,1250,9
clean,0,0,0,1,0,0,1,0,1250,9
surprisingly,0,0,1,0,1,0,0,0,1250,10
quiet,0,0,0,0,0,1,0,0,1250,10
floor,0,0,0,0,0,0,0,0,1250,10
face,0,0,0,0,0,0,0,0,1250,10
street,0,0,0,0,0,0,0,0,1250,10
area,0,0,0,0,0,0,0,0,1250,11
small,0,0,0,0,0,0,0,0,1250,11
work,0,0,0,0,0,0,0,0,1250,11
desk,0,0,0,0,0,0,0,0,1250,11
place,0,0,0,0,0,0,0,0,1250,11
put,0,0,0,0,0,0,0,0,1250,11
stuff,0,0,0,0,0,0,0,0,1250,11
sleep,0,0,0,0,0,0,0,0,1250,12
area,0,0,0,0,0,0,0,0,1250,12
separate,0,0,0,0,0,0,0,0,1250,12
area,0,0,0,0,0,0,0,0,1250,12
flat,0,0,0,0,0,0,0,0,1250,12
wall,0,0,0,0,0,0,0,0,1250,12
good,0,0,1,1,1,0,1,0,1250,12
channel,0,0,0,0,0,0,0,0,1250,12
bathroom,0,0,0,0,0,0,0,0,1250,13
mixed,0,0,0,0,0,0,0,0,1250,13
review,0,0,0,0,0,0,0,0,1250,13
site,0,0,0,0,0,0,0,0,1250,13
hand,0,0,0,0,0,0,0,0,1250,14
stylish,0,0,0,0,0,0,0,0,1250,14
modern,0,0,0,0,0,0,0,0,1250,14
appoint,0,0,0,0,0,0,0,0,1250,14
shower,0,0,0,0,0,0,0,0,1250,15
cool,0,0,0,0,0,0,0,0,1250,15
large,0,0,0,0,0,0,0,0,1250,15
hand,0,0,0,0,0,0,0,0,1250,16
open,0,0,0,0,0,0,0,0,1250,16
provide,0,0,0,1,0,0,0,0,1250,16
privacy,0,0,0,0,0,0,0,0,1250,16
light,0,0,0,0,0,0,0,0,1250,16
good,0,0,1,1,1,0,1,0,1250,16
wife,0,0,0,0,0,0,0,0,1250,16
put,0,0,0,0,0,0,0,0,1250,16
makeup,0,0,0,0,0,0,0,0,1250,16
light,0,0,0,0,0,0,0,0,1250,17
moody,1,0,0,0,0,1,0,0,1250,17
functional,0,0,0,0,0,0,0,0,1250,17
read,0,0,0,0,0,0,0,0,1250,18
problem,0,1,0,0,0,1,0,0,1250,18
crowd,0,0,0,0,0,0,0,0,1250,18
light,0,0,0,0,0,0,0,0,1250,18
challenge,1,1,0,0,0,0,0,0,1250,18
time,0,0,1,0,0,0,0,0,1250,18
suggest,0,0,0,1,0,0,0,0,1250,19
small,0,0,0,0,0,0,0,0,1250,19
coffee,0,0,0,0,0,0,0,0,1250,19
maker,0,0,0,0,0,0,0,0,1250,19
room,0,0,0,0,0,0,0,0,1250,19
coffee,0,0,0,0,0,0,0,0,1250,19
lobby,0,0,0,0,0,0,0,0,1250,19
service,0,0,0,0,0,0,0,0,1250,20
friendly,0,0,1,1,0,0,1,0,1250,20
attentive,0,0,0,1,0,0,0,0,1250,20
young,0,0,1,0,1,0,1,0,1250,20
cheerful,0,0,0,0,1,0,1,0,1250,20
staff,0,0,0,0,0,0,0,0,1250,20
meal,0,0,0,0,0,0,0,0,1250,21
bar,0,0,0,0,0,0,0,0,1250,21
cool,0,0,0,0,0,0,0,0,1250,21
good,0,0,1,1,1,0,1,0,1250,21
food,0,0,0,1,0,0,1,0,1250,21
wine,0,0,0,0,0,0,0,0,1250,21
atmosphere,0,0,0,0,0,0,0,0,1250,21
good,0,0,1,1,1,0,1,0,1250,22
stay,0,0,0,0,0,0,0,0,1250,22
stay,0,0,0,0,0,0,0,0,1250,22
year,0,0,0,0,0,0,0,0,1250,22
open,0,0,0,0,0,0,0,0,1250,22
stay,0,0,0,0,0,0,0,0,1251,0
night,0,0,0,0,0,0,0,0,1251,0
book,0,0,0,0,0,0,0,0,1251,0
star,0,0,1,1,0,0,1,0,1251,0
alliance,0,0,0,1,0,0,0,0,1251,0
spend,0,0,0,0,0,0,0,0,1251,1
fair,0,0,0,0,0,0,0,0,1251,1
amount,0,0,0,0,0,0,0,0,1251,1
time,0,0,1,0,0,0,0,0,1251,1
research,0,0,0,0,0,0,0,0,1251,1
hotel,0,0,0,0,0,0,0,0,1251,1
feel,0,0,0,0,0,0,0,0,1251,1
make,0,0,0,0,0,0,0,0,1251,1
wrong,0,0,0,0,0,0,0,0,1251,1
choice,0,0,0,0,0,0,0,0,1251,1
find,0,0,0,0,0,0,0,0,1251,2
bar,0,0,0,0,0,0,0,0,1251,2
ground,0,0,0,1,0,0,0,0,1251,2
floor,0,0,0,0,0,0,0,0,1251,2
lack,0,0,0,0,0,0,0,0,1251,2
atmosphere,0,0,0,0,0,0,0,0,1251,2
felt,0,0,0,0,0,0,0,0,1251,2
bit,0,0,0,0,0,0,0,0,1251,2
airport,0,0,1,0,0,0,0,0,1251,2
lounge,0,0,0,0,0,0,0,0,1251,2
room,0,0,0,0,0,0,0,0,1251,3
modern,0,0,0,0,0,0,0,0,1251,3
clean,0,0,0,1,0,0,1,0,1251,3
staff,0,0,0,0,0,0,0,0,1251,4
pleasant,0,0,1,1,1,0,1,0,1251,4
restaurant,0,0,0,0,0,0,0,0,1251,4
breakfast,0,0,0,0,0,0,0,0,1251,4
lack,0,0,0,0,0,0,0,0,1251,4
atmosphere,0,0,0,0,0,0,0,0,1251,4
food,0,0,0,1,0,0,1,0,1251,4
average,0,0,0,0,0,0,0,0,1251,4
star,0,0,1,1,0,0,1,0,1251,5
experience,0,0,0,0,0,0,0,0,1251,5
good,0,0,1,1,1,0,1,0,1251,5
deal,0,0,1,1,1,0,1,0,1251,5
prove,0,0,0,0,0,0,0,0,1251,5
point,0,0,0,0,0,0,0,0,1251,5
pay,0,0,1,1,0,0,1,0,1251,5
service,0,0,0,0,0,0,0,0,1252,0
money,1,0,1,1,1,0,1,0,1252,0
staff,0,0,0,0,0,0,0,0,1252,1
put,0,0,0,0,0,0,0,0,1252,1
service,0,0,0,0,0,0,0,0,1252,1
map,0,0,0,0,0,0,0,0,1252,1
good,0,0,1,1,1,0,1,0,1252,2
visit,0,0,0,0,0,0,0,0,1252,3
guess,0,0,0,0,1,0,0,0,1252,3
impress,0,0,0,0,0,0,0,0,1252,3
room,0,0,0,0,0,0,0,0,1252,3
late,0,0,0,0,0,1,0,0,1252,3
unscientific,0,0,0,0,0,0,0,0,1252,4
test,0,0,0,0,0,0,0,0,1252,4
hotel,0,0,0,0,0,0,0,0,1252,4
restaurant,0,0,0,0,0,0,0,0,1252,4
egg,0,0,0,0,0,0,0,0,1252,4
breakfast,0,0,0,0,0,0,0,0,1252,4
hotel,0,0,0,0,0,0,0,0,1252,4
good,0,0,1,1,1,0,1,0,1252,4
bar,0,0,0,0,0,0,0,0,1252,5
staff,0,0,0,0,0,0,0,0,1252,5
friendly,0,0,1,1,0,0,1,0,1252,5
engage,0,0,0,0,0,0,0,0,1252,5
happy,0,0,1,1,0,0,1,0,1252,5
serve,0,0,0,1,0,0,0,0,1252,5
room,0,0,0,0,0,0,0,0,1252,6
epic,0,0,0,0,0,0,0,0,1252,6
large,0,0,0,0,0,0,0,0,1252,6
huge,0,0,0,0,0,0,0,0,1252,6
bathroom,0,0,0,0,0,0,0,0,1252,6
bed,0,0,0,0,0,0,0,0,1252,6
wake,0,0,0,0,0,0,0,0,1252,6
side,0,0,0,0,0,0,0,0,1252,6
completely,0,0,0,0,0,0,0,0,1252,6
undisturbed,0,0,0,0,0,0,0,0,1252,6
good,0,0,1,1,1,0,1,0,1252,7
large,0,0,0,0,0,0,0,0,1252,7
modern,0,0,0,0,0,0,0,0,1252,7
equipment,0,0,0,0,0,0,0,0,1252,7
perfect,0,0,1,1,0,0,1,0,1252,8
location,0,0,0,0,0,0,0,0,1252,8
round,0,0,0,0,0,0,0,0,1252,8
corner,0,0,0,0,0,0,0,0,1252,8
spend,0,0,0,0,0,0,0,0,1253,0
night,0,0,0,0,0,0,0,0,1253,0
room,0,0,0,0,0,0,0,0,1253,0
restaurant,0,0,0,0,0,0,0,0,1253,0
driver,0,0,0,0,0,0,0,0,1253,0
bar,0,0,0,0,0,0,0,0,1253,0
empire,0,0,0,0,0,0,0,0,1253,0
stage,0,0,0,0,0,0,0,0,1253,0
building,0,0,0,0,0,0,0,0,1253,0
minute,0,0,0,0,0,0,0,0,1253,0
time,0,0,1,0,0,0,0,0,1253,0
square,0,0,0,0,0,0,0,0,1253,0
concert,0,0,0,0,0,0,0,0,1253,1
night,0,0,0,0,0,0,0,0,1253,1
bar,0,0,0,0,0,0,0,0,1253,1
real,0,0,0,1,0,0,0,0,1253,1
star,0,0,1,1,0,0,1,0,1253,1
hotel,0,0,0,0,0,0,0,0,1254,0
stay,0,0,0,0,0,0,0,0,1254,0
point,0,0,0,0,0,0,0,0,1254,1
room,0,0,0,0,0,0,0,0,1254,4
spacious,0,0,0,0,0,0,0,0,1254,4
city,0,0,0,0,0,0,0,0,1254,4
amaze,0,0,0,0,1,0,0,0,1254,4
attention,0,0,0,0,0,0,0,0,1254,4
detail,0,0,0,0,0,0,0,0,1254,4
include,0,0,0,0,0,0,0,0,1254,4
huge,0,0,0,0,0,0,0,0,1254,4
person,0,0,0,0,0,0,0,0,1254,4
bath,0,0,0,0,0,0,0,0,1254,4
bathroom,0,0,0,0,0,0,0,0,1254,4
twin,0,0,0,0,0,0,0,0,1254,4
sink,0,0,0,0,0,0,0,0,1254,4
lot,0,0,0,0,0,0,0,0,1254,4
storage,0,0,0,0,0,0,0,0,1254,4
space,0,0,0,0,0,0,0,0,1254,4
machine,0,0,0,1,0,0,0,0,1254,5
room,0,0,0,0,0,0,0,0,1254,5
touch,0,0,0,0,0,0,0,0,1254,5
service,0,0,0,0,0,0,0,0,1254,6
personal,0,0,0,1,0,0,0,0,1254,6
assistant,0,0,0,0,0,0,0,0,1254,6
ticket,0,0,0,0,0,0,0,0,1254,6
dinner,0,0,0,0,0,0,0,0,1254,6
reservation,0,0,0,0,0,0,0,0,1254,6
direction,0,0,0,0,0,0,0,0,1254,6
fold,0,0,0,0,0,0,0,0,1254,10
clothes,0,0,0,0,0,0,0,0,1254,10
shoe,0,0,0,0,0,0,0,0,1254,10
put,0,0,0,0,0,0,0,0,1254,10
make,0,0,0,0,0,0,0,0,1254,10
separate,0,0,0,0,0,0,0,0,1254,10
skin,0,0,0,0,0,0,0,0,1254,10
make,0,0,0,0,0,0,0,0,1254,10
lipstick,0,0,0,0,0,0,0,0,1254,10
eye,0,0,0,0,0,0,0,0,1254,10
make,0,0,0,0,0,0,0,0,1254,10
drink,0,0,0,0,0,0,0,0,1254,11
bar,0,0,0,0,0,0,0,0,1254,11
turn,0,0,0,0,0,0,0,0,1254,12
service,0,0,0,0,0,0,0,0,1254,12
lovely,0,0,1,1,1,1,1,0,1254,12
light,0,0,0,0,0,0,0,0,1254,12
music,0,0,0,0,0,1,1,0,1254,12
leave,0,0,0,0,1,1,0,0,1254,12
play,0,0,0,0,0,0,0,0,1254,12
treat,1,1,1,1,1,1,1,1,1254,12
leave,0,0,0,0,1,1,0,0,1254,12
bed,0,0,0,0,0,0,0,0,1254,12
tiny,0,0,0,0,0,0,0,0,1254,12
tart,0,0,0,0,0,0,0,0,1254,12
lot,0,0,0,0,0,0,0,0,1254,13
vary,0,0,0,0,0,0,0,0,1254,13
machine,0,0,0,1,0,0,0,0,1254,13
location,0,0,0,0,0,0,0,0,1254,13
bar,0,0,0,0,0,0,0,0,1254,13
surprisingly,0,0,1,0,1,0,0,0,1254,13
expensive,0,0,0,0,0,0,0,0,1254,13
slight,0,0,0,0,0,0,0,0,1254,15
negative,0,0,0,0,0,1,0,0,1254,15
include,0,0,0,0,0,0,0,0,1254,19
rate,0,0,0,0,0,0,0,0,1254,19
tasty,0,0,0,0,0,0,0,0,1254,21
good,0,0,1,1,1,0,1,0,1254,22
place,0,0,0,0,0,0,0,0,1254,22
breakfast,0,0,0,0,0,0,0,0,1254,22
fraction,0,0,0,0,0,0,0,0,1254,22
price,0,0,0,0,0,0,0,0,1254,22
minute,0,0,0,0,0,0,0,0,1254,22
walk,0,0,0,0,0,0,0,0,1254,22
hotel,0,0,0,0,0,0,0,0,1254,22
hotel,0,0,0,0,0,0,0,0,1255,0
excellent,0,0,0,1,0,0,1,0,1255,0
location,0,0,0,0,0,0,0,0,1255,0
short,0,0,0,0,0,0,0,0,1255,0
walk,0,0,0,0,0,0,0,0,1255,0
empire,0,0,0,0,0,0,0,0,1255,0
state,0,0,0,0,0,0,0,0,1255,0
building,0,0,0,0,0,0,0,0,1255,0
easy,0,0,0,0,0,0,0,0,1255,0
distance,0,0,0,0,0,0,0,0,1255,0
center,0,0,0,1,0,0,0,0,1255,0
grand,0,0,0,0,0,0,0,0,1255,0
central,0,0,0,0,0,0,0,0,1255,0
terminal,0,1,0,0,0,1,0,0,1255,0
building,0,0,0,0,0,0,0,0,1255,0
shop,0,0,0,0,0,0,0,0,1255,1
easy,0,0,0,0,0,0,0,0,1255,1
reach,0,0,0,0,0,0,0,0,1255,1
shop,0,0,0,0,0,0,0,0,1255,1
experience,0,0,0,0,0,0,0,0,1255,2
attention,0,0,0,0,0,0,0,0,1255,2
detail,0,0,0,0,0,0,0,0,1255,2
reviewer,0,0,0,0,0,0,0,0,1255,2
instance,0,0,0,0,0,0,0,0,1255,2
couple,0,0,0,0,0,0,0,0,1255,2
day,0,0,0,0,0,0,0,0,1255,2
time,0,0,1,0,0,0,0,0,1255,2
call,0,0,0,0,0,0,0,0,1255,2
front,0,0,0,0,0,0,0,0,1255,2
desk,0,0,0,0,0,0,0,0,1255,2
staff,0,0,0,0,0,0,0,0,1255,2
remove,1,1,0,0,0,1,0,0,1255,2
flash,0,0,0,0,0,0,0,0,1255,2
light,0,0,0,0,0,0,0,0,1255,2
room,0,0,0,0,0,0,0,0,1255,2
recommend,0,0,0,1,0,0,0,0,1255,3
hotel,0,0,0,0,0,0,0,0,1255,3
concern,0,0,0,0,0,0,0,0,1255,4
building,0,0,0,0,0,0,0,0,1255,4
work,0,0,0,0,0,0,0,0,1255,4
window,0,0,0,0,0,0,0,0,1255,4
hear,0,0,0,0,0,0,0,0,1255,4
room,0,0,0,0,0,0,0,0,1255,4
spacious,0,0,0,0,0,0,0,0,1255,4
surprisingly,0,0,1,0,1,0,0,0,1255,4
quiet,0,0,0,0,0,1,0,0,1255,4
location,0,0,0,0,0,0,0,0,1255,4
day,0,0,0,0,0,0,0,0,1256,0
fill,0,0,0,1,0,0,0,0,1256,0
superior,0,0,0,0,0,0,0,0,1256,0
service,0,0,0,0,0,0,0,0,1256,0
attention,0,0,0,0,0,0,0,0,1256,0
detail,0,0,0,0,0,0,0,0,1256,0
room,0,0,0,0,0,0,0,0,1256,1
prepared,0,0,1,1,0,0,0,0,1256,1
art,0,0,1,0,1,1,1,0,1256,2
design,0,0,0,0,0,0,0,0,1256,2
hotel,0,0,0,0,0,0,0,0,1256,2
strike,1,0,0,0,0,0,0,0,1256,2
elegant,0,0,0,0,0,0,1,0,1256,2
bathroom,0,0,0,0,0,0,0,0,1256,3
room,0,0,0,0,0,0,0,0,1256,3
control,0,0,0,0,0,0,0,0,1256,3
phone,0,0,0,0,0,0,0,0,1256,3
system,0,0,0,1,0,0,0,0,1256,3
technology,0,0,0,0,0,0,0,0,1256,3
close,0,0,0,0,0,0,0,0,1256,4
time,0,0,1,0,0,0,0,0,1256,4
square,0,0,0,0,0,0,0,0,1256,4
world,0,0,0,0,0,0,0,0,1256,4
peace,0,0,1,1,0,0,1,0,1256,4
important,0,0,0,1,0,0,0,0,1256,5
style,0,0,0,0,0,0,0,0,1256,5
meet,0,0,0,0,0,0,0,0,1256,5
mixture,0,0,0,0,0,0,0,0,1256,6
hospitality,0,0,0,0,0,0,0,0,1256,6
beautiful,0,0,0,0,0,0,1,0,1257,0
hotel,0,0,0,0,0,0,0,0,1257,0
locate,0,0,0,0,0,0,0,0,1257,0
time,0,0,1,0,0,0,0,0,1257,0
square,0,0,0,0,0,0,0,0,1257,0
slightly,0,0,0,0,0,0,0,0,1257,0
beat,0,0,0,0,0,0,0,0,1257,0
path,0,0,0,0,0,0,0,0,1257,0
minute,0,0,0,0,0,0,0,0,1257,0
walk,0,0,0,0,0,0,0,0,1257,0
hustle,0,0,0,0,0,0,0,0,1257,0
bustle,0,0,0,0,0,0,0,0,1257,0
district,0,0,0,0,0,0,0,0,1257,0
escape,0,1,1,0,0,0,0,0,1257,0
staff,0,0,0,0,0,0,0,0,1257,1
superb,0,0,0,0,0,0,0,0,1257,1
reception,0,0,0,0,0,0,0,0,1257,2
butler,0,0,0,1,0,0,0,0,1257,2
butler,0,0,0,1,0,0,0,0,1257,2
bartender,0,0,0,1,0,0,0,0,1257,3
cater,0,0,0,0,0,0,0,0,1257,3
room,0,0,0,0,0,0,0,0,1257,4
king,0,0,0,0,0,0,0,0,1257,5
suite,0,0,0,0,0,0,0,0,1257,5
conceivable,0,0,0,0,0,0,0,0,1257,5
luxury,0,0,0,0,0,0,1,0,1257,5
love,0,0,0,0,0,0,1,0,1257,6
mirror,0,0,0,0,0,0,0,0,1257,6
bathroom,0,0,0,0,0,0,0,0,1257,6
bed,0,0,0,0,0,0,0,0,1257,7
supremely,0,0,0,0,0,0,0,0,1257,7
